商品名称,商品价格,评论总数,好评率,评论热词,商品id
联想笔记本 ThinkPad T14 酷睿版  T系列工程设计轻薄本 14英寸商务办公设计笔记本电脑 i5-10210U UHD核心显卡 @EECD 40G内存 1T固态硬盘 配置升级,10199.0,200,1.0,,10027927320198
华硕(ASUS) VivoBook15X 11代英特尔酷睿i7 15.6英寸轻薄笔记本电脑(i7-1165G7 16G 100%sRGB 金属版 独显)银,5999.0,50000,0.92,"时尚大气,轻薄精巧,散热超快",100021159652
京品电脑机械革命(MECHREVO)钛钽PLUS 11代八核 17.3英寸165Hz电竞游戏笔记本电脑(i7-11800H 16G 512G RTX3070 2K),12499.0,20000,0.93,"十分大气,十分流畅,做工一流,简约时尚,流畅度佳,音效超棒,倍感舒适,散热超快,手感十足,效果惊艳,柔软顺滑",100021647674
京东超市联想ThinkPad T14s AMD锐龙版 14英寸商务轻薄便携手提笔记本电脑 R7-4750U 16G 512G固态 08CD,6999.0,2000,0.93,"运行稳定,十分流畅,轻薄精巧,十分大气,小巧玲珑,手感一流,质量上乘,防摔防滑,功能强大,使用便利,效果极佳",69344126036
华为笔记本MateBook D 14 15 全面屏超轻薄商务学生游戏笔记本电脑超极本 D14银｜R5-5500U 16G 512G 集显,5999.0,10000,0.97,"十分大气,反应灵敏,运行超快,简洁大方,轻薄精巧,散热超快,质量上乘,方便快捷,流畅度佳,超长待机,十分流畅",68695474562
京东超市壹号本PCA1工程师本 笔记本电脑 迷你 mini笔记本 掌上电脑 轻薄本 折叠电脑 一号本口袋电脑 移动办公 7.0英寸  触控屏 三维旋转 M3 8100Y 8G 512G  PCIE,4119.0,500,0.98,"小巧可爱,方便快捷,功能齐全,做工一流,反应灵敏,流畅度佳,精致细腻,手感一流,办公足够,倍感舒适,运行安静",10025212756270
联想ThinkPad E系列 锐龙版 2020款 轻薄本 IBM商务办公学生游戏笔记本电脑 AMD E14 六核R5 Pro-4650U @0DCD 8G内存 256G SSD固态硬盘,4199.0,1000,0.98,,10020374831190
苹果（Apple）MacBook Air 13.3英寸 笔记本电脑 【2020款金属银】八核M1 8G 256G 官方标配  19点前付款当天发货,7398.0,5000,0.98,"运行稳定,反应灵敏,十分大气,轻薄精巧,流畅度佳,时尚大气,毫不累眼,散热超快,质量上乘,柔软顺滑,操作方便",70942339111
戴尔DELL灵越14Pro-5418 14英寸高色域防蓝光轻薄商务笔记本电脑(标压i5-11300H 16G 512G 100%sRGB)银,5499.0,50000,0.93,"十分大气,尺寸合适,简洁大方,按键舒服,系统充足,运行超快,运行快速",100020733678
拍拍【二手95新】Apple新款苹果笔记本电脑超轻薄macbook Pro/Air家用设计2手超极游戏本 【京库速发】16款13寸GF2-8G-128G固态,3099.0,50000,0.99,"服务一流,包装用心,物超所值,物流极速",71955709284
联想ThinkBook 14s 03CD 锐龙R5 14英寸高清屏超薄本 商务办公学生游戏笔记本电脑 指纹识别 AMD锐龙六核7nm架构  R5-4500U 8G内存 512G固态硬盘 标配,4399.0,200,1.0,"运行超快,小巧易携,时尚大气,运行快速,流畅度佳,运行安静,纯正艳丽,毫不刺眼,十分流畅,散热超快",72365634951
惠普(HP)ENVY 13-ba1003TX 13.3英寸超轻薄笔记本电脑(i5-1135G7 16G 512GSSD MX450 2G独显 FHD IPS),6999.0,1000,0.92,"做工一流,运行快速",100016705242
联想小新Pro14 2021新品14英寸超轻薄笔记本电脑标压锐龙R5-5600H六核十二线程 16G 512G 人脸识别 标配 2.2K 100%sRGB 低蓝光 护眼屏,5999.0,2000,0.97,"运行速快,轻薄精巧,十分大气,简洁大方,流畅度佳,功能齐全,倍感舒适,运行安静,散热超快,柔软顺滑,手感舒适",10023317585961
联想拯救者R9000P 2021款16英寸 RTX3060电竞游戏笔记本电脑 新锐龙R7八核十六线程 R7-5800H 32G 512G固态 定制 2.5K超高清｜165Hz专业电竞屏,11599.0,20000,0.98,"十分流畅,简单方便,纯正艳丽,炫酷十足",10028599484537
机械革命(MECHREVO)F1 2021标压版 2.8K 90Hz(英特尔酷睿i5-11300H 16G 512G Wifi6 高色域)轻薄笔记本电脑,5499.0,500,0.95,"轻薄精巧,简洁大方,反应灵敏,方便快捷,运行超快,散热超快,十分流畅,十分大气,亮度均匀,洁净力强,办公足够",100017751544
雷神(ThundeRobot) 911Air星战三代 15.6英寸游戏笔记本电脑(十代八核i7-10870H 16G 512GSSD GTX1650),5399.0,20000,0.95,"反应灵敏,十分酷炫,十分大气,流畅度佳,运行超快,简洁大方,倍感舒适,质量上乘,结实耐用,方便快捷,弹力十足",100014804474
戴尔笔记本电脑dell灵越3501 15.6英寸高性能商务全面屏办公轻薄本(11代i7-1165G7 16G 512G MX330 2G),5799.0,50000,0.93,"反应灵敏,十分大气,方便快捷,散热超快,简单方便,简约时尚,运行良好,质量上乘,做工一流,十分流畅,功能齐全",100016777692
华为MateBook D 14/15 超薄笔记本电脑办公学生游戏商务本手提电脑 D14｜银R5-5500U/16G/512G集显  带Win10系统/office办公软件,5999.0,10000,0.98,"十分大气,轻薄精巧,反应灵敏,运行超快,方便快捷,简洁大方,倍感舒适,毫不刺眼,十分流畅,散热超快,简单方便",65332704581
联想YOGA 14s 2021款锐龙版标压R7八核14英寸2.8K全面屏金属超轻薄手提笔记本电脑 深空灰丨R7-5800H 16G 512G固态 2.8K分辨率超高清屏 人脸识别,6899.0,2000,0.98,"轻薄精巧,反应灵敏,十分大气,纯正艳丽,倍感舒适,方便快捷,运行超快,十分流畅,质量上乘,识别灵敏,轻松便捷",71416498590
【酷睿i7+高清全面屏】酷耶15.6英寸 笔记本电脑游戏本 超薄手提商务本 远程办公 学生上网课电脑 酷睿i7 7567U/8G/256G 质保三年,3399.0,10000,0.97,"运行超快,十分大气,轻薄精巧,方便快捷,反应灵敏,十分流畅,时尚大气,办公足够,散热超快,倍感舒适,网速极佳",10023365907329
联想（Lenovo）小新Air14 2021新品11代酷睿i5超轻薄笔记本电脑 手提办公设计本游戏本 高性能MX450-GDDR6独显 升配i5-1135G7 8G 512G固态丨星空银,5399.0,10000,0.96,"运行稳定,轻薄精巧,小巧可爱,反应灵敏,运行超快,十分大气,方便快捷,散热超快,倍感舒适,简单方便,办公足够",14543766895
联想拯救者Y7000 15.6英寸2020十代酷睿i5/i7高色域游戏本p 学生设计师吃鸡笔记本电脑 旗舰【i5-10200H 16G 512G固态】 4G电竞显卡,6399.0,50000,0.98,"反应灵敏,十分流畅,十分大气,运行超快,时尚大气,倍感舒适,质量上乘,纯正艳丽,简单方便,音效超棒,柔软顺滑",30646311749
惠普(HP)战X 15.6英寸高性能轻薄笔记本电脑(i5-1135G7 16G 512G MX450 2G独显 100%sRGB高色域 一年上门),6499.0,20000,0.96,"运行超快,十分大气,方便快捷,运行快速,做工一流,使用顺手,设计精妙",100010294321
小米笔记本RedmiBook 16锐龙版 超轻薄六核全面屏高性能全金属商务办公学生上网笔记本电脑 14寸/六核R5-4500U 16G 512G银色,3969.0,500,0.98,"轻薄精巧,反应灵敏,方便快捷,运行超快,简洁大方,十分大气,流畅度佳,办公足够,简单方便,节能降耗,散热超快",10027819299850
华硕a豆  adolbook14s  增强版  英特尔酷睿 14英寸高颜值全面屏超轻薄笔记本电脑 千禧粉 100%sRGB版 i5-1135G7 16G 512G MX350,4999.0,5000,0.97,"轻薄精巧,运行超快,反应灵敏,方便快捷,颜值颇高,小巧可爱,十分流畅,散热超快,手感一流,简单方便,功能齐全",69219678556
华为笔记本电脑MateBook 16 轻薄本手提全面屏商务办公超极本 深空灰 R5 5600H 16GB+512GB  标配【预装Office】,7499.0,10000,0.98,"运行稳定,运行超快,轻薄精巧,方便快捷,反应灵敏,十分大气,简洁大方,功能强大,办公足够,倍感舒适,简单方便",55786476682
VAIO FH14 侍14 11代酷睿 14英寸 1.36Kg 高色域 高性能轻薄笔记本电脑(i5-1135G7-16G-512G SSD FHD)铂金银,6288.0,2000,0.95,"纯正艳丽,轻薄精巧,简单方便,高端大气,结实耐用,运行快速",100009018701
京东超市蔡徐坤代言 惠普(HP)星15青春版轻薄笔记本电脑 酷睿十一代 独显 高性能配置15.6英寸男女学生  i5-1135G7/16G/512G/MX450,5299.0,500,0.95,"时尚大气,反应灵敏,方便快捷,轻薄精巧,十分流畅,质量上乘,使用顺手,屏幕够大,超长续航,运行超快,运行速快",10025424909701
京品电脑荣耀猎人HONOR HUNTER V700 16.1英寸游戏笔记本电脑(i5-10300H 16G 512G GTX1660Ti 144Hz 100%sRGB)幻夜黑,6999.0,10000,0.97,"运行稳定,十分酷炫,十分大气,流畅度佳,反应灵敏,倍感舒适,纯正艳丽,操作方便,质量上乘,方便快捷,手感舒适",100015419352
联想（Lenovo）2021新款 V14-英特尔i3i5轻薄手提商务家用商务影音学生手提笔记本电脑 标配I3 256G固态 8G  21款满血显卡  全高清屏 星空灰,3499.0,100,1.0,"运行稳定,反应灵敏,流畅度佳,时尚大气,运行安静,高清护眼,做工一流,轻薄精巧",10029783736952
惠普（HP）星15/14轻薄笔记本电脑【学生办公用游戏-旗舰店官网】 【14.0英寸疾速版】11代i5+锐炬Xe显卡 热款选择：16G 512GPCIE固态,4599.0,10000,0.97,"运行稳定,轻薄精巧,运行超快,十分大气,反应灵敏,方便快捷,简洁大方,散热超快,简单方便,功能强大,倍感舒适",43904697175
戴尔(DELL)全新2021游匣G15 15.6英寸窄边框电竞游戏笔记本电脑(i5-10200H 16G 512G RTX3050Ti 165Hz)耀夜黑,6799.0,50000,0.93,"流畅度佳,超长续航,简单方便",100011015541
机械师F117 15.6英寸240Hz全面屏游戏本10代i7八核RTX3060独显笔记本电脑 加强版16G/512G PCIE高速固态,9789.0,5000,0.99,"运行速快,十分流畅,简洁大方,运行稳定,外型酷炫,屏大高清,倍感舒适,便于上手",10027496543923
京东国际VAIO SX12 10代酷睿 12.5英寸 899克窄边框笔记本电脑(i7 6核 16G 512G SSD FHD win10专业版)金榈棕,11688.0,2000,0.94,"颜值颇高,轻薄精巧,设计感强,方便快捷,运行快速,倍感舒适,超长续航,办公足够,散热超快",100010816680
【4G独显+八代酷睿i7】2021新款游戏本轻薄笔记本电脑GTX1050吃鸡超薄大学生商务办公手标逸 旗舰版【定制樱花粉】 8G内存+256G固态,1999.0,500,0.95,,10027857707476
华为笔记本电脑 MateBook X 2020款 13英寸 十代酷睿i5 16G+512G 3K触控全面屏/时尚轻薄本 冰霜银,8999.0,10000,0.95,"轻薄精巧,方便快捷,小巧玲珑,运行速快,时尚大气,质量上乘,运行超快,散热超快,功能强大,使用顺手,音效超棒",100008190273
华硕a豆 adolbook14s高颜值轻薄本 2021新款14英寸金属商务办公笔记本电脑 千禧粉 第11代i5 16G 512G 锐炬显卡,4499.0,2000,0.98,"轻薄精巧,颜值颇高,运行超快,反应灵敏,时尚大气,质量上乘,散热超快,超长待机,方便快捷,十分流畅,流畅度佳",10027560281718
京品电脑联想ThinkPad X13 锐龙版（08CD）13.3英寸高性能轻薄笔记本电脑（锐龙5 PRO 4650U 16G 512GSSD 100%sRGB）,5499.0,50000,0.92,"运行稳定,轻薄精巧,方便快捷,小巧玲珑,运行超快,时尚大气,倍感舒适,质量上乘,结实耐用,手感一流,按键舒服",100014220574
联想小新Air14锐龙版2021款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 定制丨R5-5500U 8G 512G固态 深空灰 IPS屏,4299.0,50000,0.96,"运行稳定,轻薄精巧,运行超快,方便快捷,反应灵敏,小巧可爱,十分大气,倍感舒适,散热超快,超长续航,简单方便",57773460021
联想小新15 锐龙版 2021 R5 R7 超轻薄笔记本电脑 全面屏手提学生商务办公设计师电脑游戏本 新锐版：R5-5500U 8GB 512G固态,4199.0,1000,0.98,"运行稳定,运行超快,轻薄精巧,反应灵敏,粗细适中,散热超快,通透清晰,手感一流,方便快捷,运行安静,轻松便捷",10025319502105
华为笔记本电脑 MateBook 13 锐龙版标压13英寸全面屏轻薄本超极本商务本手提电脑笔记本电脑 银｜锐龙R7 16G+512G 触屏版【现货】 MateBook13 标配,6999.0,10000,0.98,"运行稳定,小巧可爱,方便快捷,轻薄精巧,反应灵敏,运行超快,十分大气,简单方便,散热超快,倍感舒适,超长续航",60993965732
京东超市蔡徐坤代言惠普(HP)星14轻薄笔记本电脑11代酷睿独显MX450高性能学生商务便携办公14英寸 i5-11代/16G/512G/MX450/粉,5299.0,2000,0.94,"轻薄精巧,反应灵敏,十分大气,小巧易携,流畅度佳,运行超快,散热超快,倍感舒适,方便快捷,毫不刺眼,背光酷炫",10023963588206
苹果 Apple MacBook Air 13.3英寸 新款M1芯片 笔记本电脑 仅支持Mac系统 【13.3Air】灰色 M1 8G 256G 标配,7999.0,5000,0.96,"小巧玲珑,反应灵敏,时尚大气,轻薄精巧,不易损坏,质量上乘,高清护眼",10024304306984
联想小新Pro14 锐龙R5标压八核2021款高性能R7全面屏轻薄办公笔记本电脑高色域游戏本 标配|R5-5600H 16G 512G固态 低蓝光护眼屏幕 2.2K高清sRGB,5999.0,2000,0.98,"运行快速,轻薄精巧,流畅度佳,简约时尚,尺寸合适,功能齐全,质量上乘,超长续航,办公足够,毫不累眼,柔软顺滑",10028240804031
联想（Lenovo）V15 15.6英寸窄边框轻薄笔记本电脑手提便携商务办公本 英特尔N4020 4G 512G固态 高清屏 精装定制 星空灰,3299.0,2000,0.97,"高端大气,办公足够,轻薄精巧,运行超快,时尚大气",65719557490
惠普(HP)星14青春版 笔记本电脑 14英寸超轻薄商务办公学生游戏本 星空银：I3-1115G4 微边框 2021款 标准版：8G 256G SSD 纯固态,3699.0,5000,0.94,"轻薄精巧,简单方便,运行快速,十分流畅,轻巧灵便,十分大气,运行安静,办公足够",71405481316
"惠普（HP）星14青春版 轻薄笔记本电脑14英寸男女超薄学生网课办公 11代酷睿新品 i3-1115G4 预装office 14.0""银 【店长推荐】8G 256GPCIE固态",3699.0,10000,0.97,"运行超快,十分大气,轻薄精巧,反应灵敏,方便快捷,尺寸合适,简单方便,散热超快,十分流畅,质量上乘,触感一流",25613387106
联想(Lenovo)小新Pro13 2020 锐龙版R7高色域2.5K全面屏 高性能轻薄笔记本电脑 标配丨R7-4800U 16G 512固态 2.5K高色域屏丨背光键盘丨,5699.0,2000,0.98,"小巧易携,轻薄精巧,运行速快,简单大方,运行超快,手感一流,运行安静,散热超快,倍感舒适",42502671585
机械革命Z2 Air/Z3新品15.6英寸11代i7 3050独显游戏本商务办公设计师轻薄笔记本电脑 六核i7-10750H/1650/144Hz电竞屏 官方补贴：8G 512G PCIe 高速固态,5799.0,10000,0.98,"外型酷炫,十分酷炫,轻薄易携,流畅度佳,运行超快,游戏性能强",69666253594
拍拍【二手9成新】神舟/Hasee 战神ZX6/TX6/ZX715.6英寸i7吃鸡游戏二手游戏笔记本电脑 性价款i5-4代16G 128G+500G 950,2133.0,1000,0.94,"服务一流,物超所值,物流极速",53937062177
京品电脑华硕(ASUS) 灵耀X双屏 11代酷睿14英寸轻薄笔记本(i7-1165G7 16G 512G MX450独显 高色域 双屏双触控 )爵士蓝,10999.0,10000,0.94,"运行稳定,时尚大气,方便快捷,反应灵敏,十分酷炫,通透清晰,灵敏度佳,运行超快,功能强大,运行安静,散热超快",100017970852
京品电脑华硕(ASUS)天选2 11代英特尔酷睿i7 15.6英寸游戏笔记本电脑(8核i7-11800H 16G 512G RTX3060 144Hz)日蚀灰,8699.0,5000,0.96,"运行稳定,十分流畅,十分大气,时尚大气,纯正艳丽,倍感舒适,效果惊艳,手感一流,手感舒适,方便快捷,画质流畅",100011398429
京东超市联想ThinkPad X395 13.3英寸 轻薄商务办公学生笔记本电脑 R7 3700U 8G 512G 0YCD,4799.0,2000,0.94,运行超快,10029715921537
京东超市微星(msi)武士66游戏本 11代英特尔酷睿i5笔记本电脑 144Hz高色域电竞屏 RTX3050 i5-11400H/16G内存/512G固态,6499.0,39,1.0,"十分大气,流畅度佳,运行超快,十分严实,运行速快",10030444969071
dynabook（东芝） X30W-J自由翻转轻薄旗舰笔记本电脑13.3英寸窄边框商务办公方便携带 i7-1165G7  16G  512G,12400.0,81,0.96,"十分流畅,低调奢华,轻薄精巧,简练大气,运行快速",69620839439
联想ThinkPad E14  轻薄本 14英寸商务办公娱乐笔记本电脑 00CD：i3-1005G1 4G 256G标配 Win10 Office FHD高清屏,3599.0,500,0.99,"运行完美,简约时尚,办公足够,轻薄精巧,运行快速,散热超快,手感一流,倍感舒适,十分大气,方便快捷",55080316889
联想小新Pro14 2021高端新款轻薄本14英寸高色域全面屏锐龙标压六核金属机身轻薄手提笔记本电脑 六核R5-5600H 16G 512G固态 2.2K超清屏 人脸识别开机,6499.0,5000,0.97,"轻薄精巧,反应灵敏,方便快捷,十分大气,简洁大方,运行超快,散热超快,十分流畅,功能齐全,倍感舒适,柔软顺滑",10021404370168
荣耀猎人HONOR HUNTER V700 16.1英寸游戏笔记本电脑(i5-10300H 8G 512G GTX1660Ti 60Hz 100%sRGB)幻夜黑,6499.0,10000,0.97,"反应灵敏,十分流畅,十分大气,十分酷炫,手感一流,做工一流,手感舒适,运行超快,质量上乘,倍感舒适,功能强大",100018411526
【二手95新】Apple Macbook Pro二手笔记本 苹果笔记本电脑超薄设计办公游戏本 13寸15款839 i5/8g/128G,3199.0,20000,0.99,"物流极速,服务一流,价格实惠,包装用心,做工一流,款式一流,色彩靓丽,高端上档次,尺寸适宜,色彩纯正",10026666738150
华为笔记本电脑MateBook D 14 15 全面屏超轻薄商务办公手提学生本 D14银｜i5十一代 16G+512G集显,6499.0,20000,0.98,"运行稳定,反应灵敏,运行超快,轻薄精巧,十分大气,方便快捷,简洁大方,散热超快,简单方便,倍感舒适,效果惊艳",65123978318
戴尔(DELL)灵越5409/5509 11代酷睿72%高色域高清全面屏固态影音时尚笔记本轻薄电脑 5509-1608银 11代i5 16G 锐炬显卡 标配,4499.0,5000,0.94,"轻薄精巧,反应灵敏,运行超快,启动快速,灵敏度佳,高端大气,质感一流,手感舒适,流畅度佳",10026564986234
